,link,description,gen_description
218,https://cdn-st.rutubelist.ru/media/af/ab/a8f4d13e45d4bae0de5b21f8a6b1/fhd.mp4,,"told me. First, I see a bench with a bird on it in a park surrounded by trees and a small pond. Then, I notice a park bench on the sidewalk with a bird and a small pond in the background. Next, I observe a bench with a bird on it and a pond in the background, accompanied by a stone fountain. Subsequently, a bench with a bird on it appears in a park next to a pond"
219,https://cdn-st.rutubelist.ru/media/c0/89/faa8a1a14f5788b0e4795b213e07/fhd.mp4,#fashion #мода #красота #стиль #макияж #корейскиймакияж #азиатскиймакияж,
220,https://cdn-st.rutubelist.ru/media/c2/18/a542a52e4fa49a8e114653fe2257/fhd.mp4,"#лайфхаки , #эксперименты , #roblox , #игрушки , #diy , #танцы","First, there is a red and white car being held in the hand of a person in black gloves against a black background. The hands are holding a yellow toy car.

Next, there is a close-up of a yellow and red car being held in the hand of a person in black gloves. The hands are holding a cardboard box.

Then, there is a hand holding a yellow and red race car. The hand is black and wearing black sho"
221,https://cdn-st.rutubelist.ru/media/82/76/2df12e614338adba783fb6ca2c11/fhd.mp4,#путешествия #кудапоехать #туризм #море #горы #советыдляпутешествий #кэмпинг #глэмпинг #отель #вдохновение #влог,"First, the video shows a beautiful fountain in the center of a city. There are people sitting on the edge of the fountain, and a large sign nearby. Next, the camera pans out to show the fountain and building with a large white statue in front. There are people sitting around the fountain, and a man standing near the entrance of the building.

Then, the camera moves to a different angle and shows a group of people standing in"
222,https://cdn-st.rutubelist.ru/media/03/31/6086e82245b89d224af6d20343d6/fhd.mp4,#авто #auto #vehicle #тачки #розыгрыштачки,t
223,https://cdn-st.rutubelist.ru/media/c3/2a/429396e845678d5a1e6e9443ce0a/fhd.mp4,"#киноновинки , #киноафиша , #кино  , #фильмы , #сериалы , #чтопосмотреть , #трейлер , #трейлеры","First, the video shows a hospital. It appears to be a doctor's office. In the background, there are blue lights and a blue and white shirt. In the foreground, there is a white counter with a black and white sign. There is also a large screen with a black and white display. 

Next, the video shows a young man standing in front of a white counter with a microwave in the background. He looks like he is at a hospital"
224,https://cdn-st.rutubelist.ru/media/bc/29/04f1923c479580d111ae0b1717c5/fhd.mp4,"#мульт , #мультики , #мультик , #мультфильм , #мультфильмы , #симпсоны , #грифины , #трикота , #дисней",
225,https://cdn-st.rutubelist.ru/media/06/a1/edd551c34aad81e765b0ca94faf8/fhd.mp4,,"ts not specified
First, we see a young woman with a group of people in a park. She is wearing a white shirt and is holding a bouquet of flowers. A woman with long, blonde hair is standing nearby. In the background, we can see a tall, brown building with columns and a clock on it. There is also a large blue building and a white building.

Next, the camera pans out to show us a girl with long, blonde"
226,https://cdn-st.rutubelist.ru/media/66/78/79e10fb248f6b2e4c495bbc2101b/fhd.mp4,3 образа для корпоративного вечера или предновогодних встреч с подругами-• базовая рубашка из хлопка в сочетании с юбкой макси из шелковой ткани• жаке,"taken from video contest entry. 

First, the video shows a young woman standing in a room with a desk and talking on her phone while holding a white and red cell phone. The phone has a round screen, and the phone is a smartphone. The room is made of wood, and there is a brown wooden floor. The woman is wearing a white shirt, and the phone is placed on her left hand.

Next, the woman is seen sitting in"
227,https://cdn-st.rutubelist.ru/media/aa/03/df2734854a71931c047a44fcf2cf/fhd.mp4,#игры #видеоигры #games #videogames #stalker,"? These videos are of various objects and scenes, which include objects, text, and even a person holding a gun in a room. The objects are often in a dark setting, and there are different kinds of shadows, which can create a mysterious atmosphere. There are also objects that have different colors, like green and yellow. One video has a black hole in it, which can be a symbol of something or nothing at all. Another video shows a man standing in a doorway, with"
228,https://cdn-st.rutubelist.ru/media/65/5f/8e0e64864097b16f3c7a20c9e985/fhd.mp4,"Почему в масле помадного дерева есть осадок? Как правильно хранить масло? 
Будет ли масло пачкать одежду?","0-10 seconds, a woman in a red shirt sits in front of a white table with a vase of white flowers in it. The woman is holding a blue pen in her hand.

Next, 11-20 seconds, a man is seen holding a vase of white flowers and a woman is seen sitting in front of a white table with a vase of flowers. Both are holding something in their hands.

Then, 21-"
229,https://cdn-st.rutubelist.ru/media/ca/db/ef15dd43402684f420fedf6fb58e/fhd.mp4,,".
First, a young woman can be seen walking towards an elevator. The elevator has a large metal door and glass walls. Next, the elevator opens, revealing a man and a woman inside. The woman is wearing black pants and black shorts, while the man is wearing a black jacket and shorts. The people are both wearing sunglasses.

Then, the young woman can be seen walking towards the elevator once again."
230,https://cdn-st.rutubelist.ru/media/12/ca/dd094916421b871ac4ce5dde52c1/fhd.mp4,#образ #lookbook #показ #неделямоды #капсула #ошибкивстиле #селебрити #интервью #перевоплощения #обувь #кроссовки,"Video begins with a shot of a white dress being held by a woman. The woman is wearing a white dress with ruffles, and she looks beautiful. She is holding the dress in her hands and walking toward the camera. Then, she raises her arms and shows the dress off to the camera.

Next, we see the same woman posing in a different white dress. She is wearing a white lace dress with a high neckline, and she looks st"
231,https://cdn-st.rutubelist.ru/media/fb/f5/ffb81c22435389b9aab3361d291c/fhd.mp4,#красивыедевушки #бикини #попа #купальник #boobs,"1. The video starts with a woman standing in the water wearing a black bikini. She is surrounded by tall palm trees on the beach. The sky is blue, and the sun is shining bright.

2. The woman in the black bikini is still standing in the water, and her body is visible through the water. She looks confident and relaxed.

3. The woman in the black bikini is still standing in the water, and"
232,https://cdn-st.rutubelist.ru/media/16/4b/7e344e9145728845f5463b7332ee/fhd.mp4,"🌅 🏝️ Anguilla boasts 33 pristine white-sand beaches, all perfect for immersing yourself in the mesmerizing beauty of the Caribbean as the sky transform","tell me about the video's objects, action, and scene?
The video is a serene sunset view from a luxury hotel. There is a large pool with a swimming area, and people are lounging on chairs and tables nearby. The sun is setting over the ocean, and the scenery is breathtaking."
233,https://cdn-st.rutubelist.ru/media/48/17/f9ce63394b55bc5e3f22353e7e3a/fhd.mp4,,"2. In the first frame, a beautiful woman in a long purple dress is seen posing in a room with a white chair and a potted plant. 

Next, the woman is standing in the same room and holding a purple flower pot. 

Then, the woman is seen dancing in the same room, wearing a purple dress and holding a purple flower. 

Following that, the woman is standing in the same room again"
234,https://cdn-st.rutubelist.ru/media/a5/fd/a9beecee472fbbf517c43fb3099c/fhd.mp4,#кино #movie #film #сериал #фильм #трейлер #нарезкакино #нарезкасериалов #фактыкино,"First, there is a man sitting in a room with a green shirt on. He is surrounded by various objects such as a green sweatshirt, a green sweatshirt with an arrow on it, and a cartoon drawing on the wall.

Next, the camera zooms in on the man's face as he looks at the camera. He is wearing glasses and has a black tie on.

Then, the man starts talking in a low"
